day,day_of_week,hour,route_id,length_km,n_stops,traffic_index,rain,passengers,travel_time_min,fare_thb,diesel_l_per_km
43,1,17,R4-60,35.56,200,1.921,1.0,912,242.4,19.0,0.522
43,1,17,RS2,51.33,108,1.914,1.0,470,257.6,19.0,0.585
43,1,18,R2-38,24.45,138,1.95,1.0,642,169.8,19.0,0.478
43,1,18,R1-1,23.73,107,2.035,1.0,565,159.0,19.0,0.475
43,1,18,R1-5,29.91,134,1.994,1.0,622,190.8,19.0,0.5
43,1,18,R4-60,35.56,200,1.914,1.0,914,243.0,19.0,0.522
43,1,18,RS2,51.33,108,1.938,1.0,550,266.1,19.0,0.585
43,1,19,R2-38,24.45,138,2.063,1.0,600,174.2,19.0,0.478
43,1,19,R1-1,23.73,107,1.977,1.0,416,147.5,19.0,0.475
43,1,19,R1-5,29.91,134,1.947,1.0,497,178.1,19.0,0.5
43,1,19,R4-60,35.56,200,1.999,1.0,717,233.0,19.0,0.522
43,1,19,RS2,51.33,108,1.979,1.0,405,263.4,19.0,0.585
43,1,20,R2-38,24.45,138,1.007,1.0,280,105.7,19.0,0.478
43,1,20,R1-1,23.73,107,0.911,1.0,215,84.6,19.0,0.475
43,1,20,R1-5,29.91,134,0.92,1.0,240,104.4,19.0,0.5
43,1,20,R4-60,35.56,200,0.925,1.0,387,145.4,19.0,0.522
43,1,20,RS2,51.33,108,0.915,1.0,179,135.7,19.0,0.585
43,1,21,R2-38,24.45,138,0.927,1.0,110,94.5,19.0,0.478
43,1,21,R1-1,23.73,107,0.91,1.0,147,78.7,19.0,0.475
43,1,21,R1-5,29.91,134,0.916,1.0,128,101.9,19.0,0.5
43,1,21,R4-60,35.56,200,1.026,1.0,170,138.8,19.0,0.522
43,1,21,RS2,51.33,108,0.901,1.0,128,129.8,19.0,0.585
43,1,22,R2-38,24.45,138,0.952,1.0,127,96.0,19.0,0.478
43,1,22,R1-1,23.73,107,0.97,1.0,126,84.3,19.0,0.475
43,1,22,R1-5,29.91,134,0.974,1.0,169,107.1,19.0,0.5
43,1,22,R4-60,35.56,200,0.899,1.0,211,134.8,19.0,0.522
43,1,22,RS2,51.33,108,0.955,1.0,163,140.4,19.0,0.585
44,2,5,R2-38,24.45,138,0.903,1.0,304,102.9,19.0,0.478
44,2,5,R1-1,23.73,107,1.038,1.0,156,83.3,19.0,0.475
44,2,5,R1-5,29.91,134,0.988,1.0,264,109.6,19.0,0.5
44,2,5,R4-60,35.56,200,0.948,1.0,386,145.6,19.0,0.522
44,2,5,RS2,51.33,108,0.978,1.0,205,146.6,19.0,0.585
44,2,6,R2-38,24.45,138,0.904,1.0,653,116.7,19.0,0.478
44,2,6,R1-1,23.73,107,0.963,1.0,443,101.3,19.0,0.475
44,2,6,R1-5,29.91,134,0.933,1.0,592,121.5,19.0,0.5
44,2,6,R4-60,35.56,200,0.932,1.0,866,165.2,19.0,0.522
44,2,6,RS2,51.33,108,0.926,1.0,505,149.6,19.0,0.585
44,2,7,R2-38,24.45,138,1.881,1.0,598,162.4,19.0,0.478
44,2,7,R1-1,23.73,107,1.769,1.0,426,136.5,19.0,0.475
44,2,7,R1-5,29.91,134,1.816,1.0,527,175.7,19.0,0.5
44,2,7,R4-60,35.56,200,1.731,1.0,871,224.1,19.0,0.522
44,2,7,RS2,51.33,108,1.762,1.0,433,240.8,19.0,0.585
44,2,8,R2-38,24.45,138,1.852,1.0,656,165.8,19.0,0.478
44,2,8,R1-1,23.73,107,1.838,1.0,557,147.5,19.0,0.475
44,2,8,R1-5,29.91,134,1.886,1.0,742,192.3,19.0,0.5
44,2,8,R4-60,35.56,200,1.842,1.0,975,235.3,19.0,0.522
44,2,8,RS2,51.33,108,1.871,1.0,562,258.2,19.0,0.585
44,2,9,R2-38,24.45,138,1.942,1.0,505,157.1,19.0,0.478
44,2,9,R1-1,23.73,107,1.91,1.0,409,145.0,19.0,0.475
44,2,9,R1-5,29.91,134,1.898,1.0,585,184.2,19.0,0.5
44,2,9,R4-60,35.56,200,1.872,1.0,798,233.2,19.0,0.522
44,2,9,RS2,51.33,108,1.967,1.0,490,264.6,19.0,0.585
44,2,10,R2-38,24.45,138,0.969,1.0,298,105.0,19.0,0.478
44,2,10,R1-1,23.73,107,0.941,1.0,170,84.4,19.0,0.475
44,2,10,R1-5,29.91,134,0.995,1.0,268,116.1,19.0,0.5
44,2,10,R4-60,35.56,200,0.936,1.0,327,139.1,19.0,0.522
44,2,10,RS2,51.33,108,0.976,1.0,209,144.5,19.0,0.585
44,2,11,R2-38,24.45,138,1.279,1.0,284,117.8,19.0,0.478
44,2,11,R1-1,23.73,107,1.237,1.0,259,107.3,19.0,0.475
44,2,11,R1-5,29.91,134,1.239,1.0,322,129.4,19.0,0.5
44,2,11,R4-60,35.56,200,1.292,1.0,486,176.1,19.0,0.522
44,2,11,RS2,51.33,108,1.261,1.0,282,179.3,19.0,0.585
44,2,12,R2-38,24.45,138,1.295,1.0,359,122.6,19.0,0.478
44,2,12,R1-1,23.73,107,1.3,1.0,244,103.3,19.0,0.475
44,2,12,R1-5,29.91,134,1.214,1.0,338,132.1,19.0,0.5
44,2,12,R4-60,35.56,200,1.248,1.0,484,171.6,19.0,0.522
44,2,12,RS2,51.33,108,1.339,1.0,278,183.8,19.0,0.585
44,2,13,R2-38,24.45,138,1.228,1.0,375,119.2,19.0,0.478
44,2,13,R1-1,23.73,107,1.292,1.0,240,104.8,19.0,0.475
44,2,13,R1-5,29.91,134,1.293,1.0,290,131.5,19.0,0.5
44,2,13,R4-60,35.56,200,1.307,1.0,512,179.6,19.0,0.522
44,2,13,RS2,51.33,108,1.273,1.0,262,181.7,19.0,0.585
44,2,14,R2-38,24.45,138,0.963,1.0,301,104.4,19.0,0.478
44,2,14,R1-1,23.73,107,0.922,1.0,297,91.5,19.0,0.475
44,2,14,R1-5,29.91,134,1.016,1.0,333,117.1,19.0,0.5
44,2,14,R4-60,35.56,200,0.966,1.0,570,155.1,19.0,0.522
44,2,14,RS2,51.33,108,0.915,1.0,279,144.1,19.0,0.585
44,2,15,R2-38,24.45,138,0.886,1.0,259,97.7,19.0,0.478
44,2,15,R1-1,23.73,107,0.951,1.0,179,84.1,19.0,0.475
44,2,15,R1-5,29.91,134,0.985,1.0,212,110.1,19.0,0.5
44,2,15,R4-60,35.56,200,1.016,1.0,359,149.4,19.0,0.522
44,2,15,RS2,51.33,108,0.869,1.0,167,130.3,19.0,0.585
44,2,16,R2-38,24.45,138,1.827,1.0,571,159.6,19.0,0.478
44,2,16,R1-1,23.73,107,1.863,1.0,431,142.5,19.0,0.475
44,2,16,R1-5,29.91,134,1.909,1.0,504,183.4,19.0,0.5
44,2,16,R4-60,35.56,200,1.94,1.0,848,241.0,19.0,0.522
44,2,16,RS2,51.33,108,1.873,1.0,356,248.6,19.0,0.585
44,2,17,R2-38,24.45,138,1.927,1.0,714,169.8,19.0,0.478
44,2,17,R1-1,23.73,107,1.964,1.0,493,152.6,19.0,0.475
44,2,17,R1-5,29.91,134,1.981,1.0,628,187.8,19.0,0.5
44,2,17,R4-60,35.56,200,1.983,1.0,910,243.0,19.0,0.522
44,2,17,RS2,51.33,108,1.916,1.0,512,262.3,19.0,0.585
44,2,18,R2-38,24.45,138,1.974,1.0,666,169.4,19.0,0.478
44,2,18,R1-1,23.73,107,1.975,1.0,536,153.3,19.0,0.475
44,2,18,R1-5,29.91,134,2.063,1.0,669,199.2,19.0,0.5
44,2,18,R4-60,35.56,200,2.002,1.0,840,246.0,19.0,0.522
44,2,18,RS2,51.33,108,1.966,1.0,476,261.5,19.0,0.585
44,2,19,R2-38,24.45,138,1.941,1.0,588,161.1,19.0,0.478
44,2,19,R1-1,23.73,107,1.99,1.0,431,151.9,19.0,0.475
44,2,19,R1-5,29.91,134,2.055,1.0,482,188.4,19.0,0.5
44,2,19,R4-60,35.56,200,1.957,1.0,692,233.6,19.0,0.522
44,2,19,RS2,51.33,108,2.024,1.0,457,271.5,19.0,0.585
44,2,20,R2-38,24.45,138,0.941,1.0,267,98.6,19.0,0.478
44,2,20,R1-1,23.73,107,1.027,1.0,130,88.0,19.0,0.475
44,2,20,R1-5,29.91,134,0.941,1.0,193,103.9,19.0,0.5
44,2,20,R4-60,35.56,200,0.987,1.0,448,147.7,19.0,0.522
44,2,20,RS2,51.33,108,0.897,1.0,175,136.0,19.0,0.585
44,2,21,R2-38,24.45,138,0.955,1.0,168,93.3,19.0,0.478
44,2,21,R1-1,23.73,107,0.972,1.0,114,84.9,19.0,0.475
44,2,21,R1-5,29.91,134,0.935,1.0,162,105.6,19.0,0.5
44,2,21,R4-60,35.56,200,0.96,1.0,200,137.9,19.0,0.522
44,2,21,RS2,51.33,108,0.972,1.0,145,143.2,19.0,0.585
44,2,22,R2-38,24.45,138,0.883,1.0,156,94.2,19.0,0.478
44,2,22,R1-1,23.73,107,0.945,1.0,126,82.3,19.0,0.475
44,2,22,R1-5,29.91,134,0.918,1.0,218,105.6,19.0,0.5
44,2,22,R4-60,35.56,200,0.957,1.0,164,136.0,19.0,0.522
44,2,22,RS2,51.33,108,0.955,1.0,73,138.7,19.0,0.585
45,3,5,R2-38,24.45,138,0.975,1.0,272,104.0,19.0,0.478
45,3,5,R1-1,23.73,107,0.95,1.0,230,84.0,19.0,0.475
45,3,5,R1-5,29.91,134,0.986,1.0,227,107.2,19.0,0.5
45,3,5,R4-60,35.56,200,1.016,1.0,370,148.5,19.0,0.522
45,3,5,RS2,51.33,108,0.914,1.0,225,139.3,19.0,0.585
45,3,6,R2-38,24.45,138,0.9,1.0,574,109.3,19.0,0.478
45,3,6,R1-1,23.73,107,0.93,1.0,438,99.9,19.0,0.475
45,3,6,R1-5,29.91,134,0.94,1.0,613,124.6,19.0,0.5
45,3,6,R4-60,35.56,200,0.944,1.0,807,164.8,19.0,0.522
45,3,6,RS2,51.33,108,0.988,1.0,484,161.7,19.0,0.585
45,3,7,R2-38,24.45,138,1.777,1.0,619,156.8,19.0,0.478
45,3,7,R1-1,23.73,107,1.869,1.0,427,140.7,19.0,0.475
45,3,7,R1-5,29.91,134,1.722,1.0,652,175.2,19.0,0.5
45,3,7,R4-60,35.56,200,1.783,1.0,884,235.4,19.0,0.522
45,3,7,RS2,51.33,108,1.83,1.0,456,250.2,19.0,0.585
45,3,8,R2-38,24.45,138,1.841,1.0,626,164.9,19.0,0.478
45,3,8,R1-1,23.73,107,1.892,1.0,532,151.6,19.0,0.475
45,3,8,R1-5,29.91,134,1.774,1.0,717,183.3,19.0,0.5
45,3,8,R4-60,35.56,200,1.797,1.0,1045,234.5,19.0,0.522
45,3,8,RS2,51.33,108,1.849,1.0,483,252.5,19.0,0.585
45,3,9,R2-38,24.45,138,1.91,1.0,565,161.2,19.0,0.478
45,3,9,R1-1,23.73,107,1.857,1.0,449,144.1,19.0,0.475
45,3,9,R1-5,29.91,134,1.913,1.0,520,183.6,19.0,0.5
45,3,9,R4-60,35.56,200,1.936,1.0,707,232.6,19.0,0.522
45,3,9,RS2,51.33,108,1.896,1.0,421,256.1,19.0,0.585
45,3,10,R2-38,24.45,138,0.95,1.0,259,99.0,19.0,0.478
45,3,10,R1-1,23.73,107,0.874,1.0,176,84.3,19.0,0.475
45,3,10,R1-5,29.91,134,0.968,1.0,266,108.8,19.0,0.5
45,3,10,R4-60,35.56,200,0.91,1.0,409,144.1,19.0,0.522
45,3,10,RS2,51.33,108,0.937,1.0,192,144.3,19.0,0.585
45,3,11,R2-38,24.45,138,1.33,1.0,351,124.0,19.0,0.478
45,3,11,R1-1,23.73,107,1.301,1.0,245,108.3,19.0,0.475
45,3,11,R1-5,29.91,134,1.282,1.0,387,137.3,19.0,0.5
45,3,11,R4-60,35.56,200,1.295,1.0,634,180.5,19.0,0.522
45,3,11,RS2,51.33,108,1.27,1.0,282,178.9,19.0,0.585
45,3,12,R2-38,24.45,138,1.325,1.0,332,124.4,19.0,0.478
45,3,12,R1-1,23.73,107,1.252,1.0,216,103.7,19.0,0.475
45,3,12,R1-5,29.91,134,1.291,1.0,294,131.9,19.0,0.5
45,3,12,R4-60,35.56,200,1.326,1.0,445,173.7,19.0,0.522
45,3,12,RS2,51.33,108,1.266,1.0,304,181.5,19.0,0.585
45,3,13,R2-38,24.45,138,1.279,1.0,379,120.9,19.0,0.478
45,3,13,R1-1,23.73,107,1.373,1.0,267,112.0,19.0,0.475
45,3,13,R1-5,29.91,134,1.295,1.0,363,137.5,19.0,0.5
45,3,13,R4-60,35.56,200,1.288,1.0,529,176.5,19.0,0.522
45,3,13,RS2,51.33,108,1.31,1.0,264,186.6,19.0,0.585
45,3,14,R2-38,24.45,138,0.981,1.0,331,105.3,19.0,0.478
45,3,14,R1-1,23.73,107,0.978,1.0,233,90.9,19.0,0.475
45,3,14,R1-5,29.91,134,0.858,1.0,349,109.0,19.0,0.5
45,3,14,R4-60,35.56,200,0.984,1.0,456,147.4,19.0,0.522
45,3,14,RS2,51.33,108,0.995,1.0,299,150.2,19.0,0.585
45,3,15,R2-38,24.45,138,0.984,1.0,199,98.7,19.0,0.478
45,3,15,R1-1,23.73,107,0.978,1.0,229,87.7,19.0,0.475
45,3,15,R1-5,29.91,134,0.915,1.0,250,108.3,19.0,0.5
45,3,15,R4-60,35.56,200,0.996,1.0,354,148.5,19.0,0.522
45,3,15,RS2,51.33,108,0.931,1.0,184,138.4,19.0,0.585
45,3,16,R2-38,24.45,138,1.893,1.0,523,161.0,19.0,0.478
45,3,16,R1-1,23.73,107,1.884,1.0,402,141.7,19.0,0.475
45,3,16,R1-5,29.91,134,1.893,1.0,519,185.2,19.0,0.5
45,3,16,R4-60,35.56,200,1.888,1.0,768,235.6,19.0,0.522
45,3,16,RS2,51.33,108,1.886,1.0,401,251.9,19.0,0.585
45,3,17,R2-38,24.45,138,1.948,1.0,633,167.0,19.0,0.478
45,3,17,R1-1,23.73,107,1.9,1.0,488,148.9,19.0,0.475
45,3,17,R1-5,29.91,134,1.963,1.0,623,189.8,19.0,0.5
45,3,17,R4-60,35.56,200,1.862,1.0,885,234.8,19.0,0.522
45,3,17,RS2,51.33,108,1.909,1.0,467,256.6,19.0,0.585
45,3,18,R2-38,24.45,138,2.035,1.0,578,167.9,19.0,0.478
45,3,18,R1-1,23.73,107,1.943,1.0,459,149.5,19.0,0.475
45,3,18,R1-5,29.91,134,2.027,1.0,667,193.5,19.0,0.5
45,3,18,R4-60,35.56,200,1.963,1.0,971,252.0,19.0,0.522
45,3,18,RS2,51.33,108,2.016,1.0,580,275.0,19.0,0.585
45,3,19,R2-38,24.45,138,2.001,1.0,520,166.0,19.0,0.478
45,3,19,R1-1,23.73,107,1.944,1.0,404,147.7,19.0,0.475
45,3,19,R1-5,29.91,134,2.057,1.0,548,192.9,19.0,0.5
45,3,19,R4-60,35.56,200,2.023,1.0,692,241.9,19.0,0.522
45,3,19,RS2,51.33,108,2.02,1.0,429,265.3,19.0,0.585
45,3,20,R2-38,24.45,138,0.948,1.0,308,101.5,19.0,0.478
45,3,20,R1-1,23.73,107,1.014,1.0,159,91.7,19.0,0.475
45,3,20,R1-5,29.91,134,0.975,1.0,235,108.2,19.0,0.5
45,3,20,R4-60,35.56,200,0.963,1.0,373,143.2,19.0,0.522
45,3,20,RS2,51.33,108,0.962,1.0,176,144.8,19.0,0.585
45,3,21,R2-38,24.45,138,1.038,1.0,224,101.9,19.0,0.478
45,3,21,R1-1,23.73,107,0.949,1.0,131,86.0,19.0,0.475
45,3,21,R1-5,29.91,134,0.87,1.0,154,97.7,19.0,0.5
45,3,21,R4-60,35.56,200,0.942,1.0,278,136.9,19.0,0.522
45,3,21,RS2,51.33,108,0.897,1.0,97,128.6,19.0,0.585
45,3,22,R2-38,24.45,138,0.913,1.0,194,94.7,19.0,0.478
45,3,22,R1-1,23.73,107,0.913,1.0,152,80.8,19.0,0.475
45,3,22,R1-5,29.91,134,1.021,1.0,167,110.3,19.0,0.5
45,3,22,R4-60,35.56,200,0.967,1.0,319,144.4,19.0,0.522
45,3,22,RS2,51.33,108,0.935,1.0,138,137.7,19.0,0.585
46,4,5,R2-38,24.45,138,1.067,1.0,182,102.5,19.0,0.478
46,4,5,R1-1,23.73,107,0.942,1.0,191,85.4,19.0,0.475
46,4,5,R1-5,29.91,134,0.96,1.0,254,109.3,19.0,0.5
46,4,5,R4-60,35.56,200,0.974,1.0,352,146.9,19.0,0.522
46,4,5,RS2,51.33,108,0.968,1.0,167,145.9,19.0,0.585
46,4,6,R2-38,24.45,138,0.921,1.0,566,114.6,19.0,0.478
46,4,6,R1-1,23.73,107,0.924,1.0,409,94.1,19.0,0.475
46,4,6,R1-5,29.91,134,0.968,1.0,530,123.2,19.0,0.5
46,4,6,R4-60,35.56,200,0.906,1.0,895,165.9,19.0,0.522
46,4,6,RS2,51.33,108,0.962,1.0,485,155.0,19.0,0.585
46,4,7,R2-38,24.45,138,1.792,1.0,537,154.7,19.0,0.478
46,4,7,R1-1,23.73,107,1.741,1.0,460,140.5,19.0,0.475
46,4,7,R1-5,29.91,134,1.806,1.0,560,172.6,19.0,0.5
46,4,7,R4-60,35.56,200,1.784,1.0,668,220.5,19.0,0.522
46,4,7,RS2,51.33,108,1.78,1.0,474,245.3,19.0,0.585
46,4,8,R2-38,24.45,138,1.832,1.0,780,170.4,19.0,0.478
46,4,8,R1-1,23.73,107,1.811,1.0,480,142.7,19.0,0.475
46,4,8,R1-5,29.91,134,1.8,1.0,663,177.9,19.0,0.5
46,4,8,R4-60,35.56,200,1.792,1.0,966,234.5,19.0,0.522
46,4,8,RS2,51.33,108,1.831,1.0,481,249.2,19.0,0.585
46,4,9,R2-38,24.45,138,1.907,1.0,570,164.2,19.0,0.478
46,4,9,R1-1,23.73,107,1.943,1.0,398,148.0,19.0,0.475
46,4,9,R1-5,29.91,134,1.931,1.0,539,186.3,19.0,0.5
46,4,9,R4-60,35.56,200,1.985,1.0,888,243.8,19.0,0.522
46,4,9,RS2,51.33,108,1.914,1.0,450,261.0,19.0,0.585
46,4,10,R2-38,24.45,138,0.962,1.0,210,101.2,19.0,0.478
46,4,10,R1-1,23.73,107,0.972,1.0,201,88.4,19.0,0.475
46,4,10,R1-5,29.91,134,0.912,1.0,240,105.4,19.0,0.5
46,4,10,R4-60,35.56,200,0.926,1.0,225,134.0,19.0,0.522
46,4,10,RS2,51.33,108,0.943,1.0,214,142.6,19.0,0.585
46,4,11,R2-38,24.45,138,1.294,1.0,371,123.4,19.0,0.478
46,4,11,R1-1,23.73,107,1.292,1.0,246,110.1,19.0,0.475
46,4,11,R1-5,29.91,134,1.345,1.0,314,139.2,19.0,0.5
46,4,11,R4-60,35.56,200,1.253,1.0,483,176.9,19.0,0.522
46,4,11,RS2,51.33,108,1.223,1.0,240,173.3,19.0,0.585
46,4,12,R2-38,24.45,138,1.264,1.0,366,123.0,19.0,0.478
46,4,12,R1-1,23.73,107,1.24,1.0,255,104.7,19.0,0.475
46,4,12,R1-5,29.91,134,1.296,1.0,356,137.0,19.0,0.5
46,4,12,R4-60,35.56,200,1.245,1.0,552,171.7,19.0,0.522
46,4,12,RS2,51.33,108,1.301,1.0,303,186.2,19.0,0.585
46,4,13,R2-38,24.45,138,1.285,1.0,341,119.9,19.0,0.478
46,4,13,R1-1,23.73,107,1.228,1.0,304,103.6,19.0,0.475
46,4,13,R1-5,29.91,134,1.292,1.0,382,134.8,19.0,0.5
46,4,13,R4-60,35.56,200,1.156,1.0,488,166.6,19.0,0.522
46,4,13,RS2,51.33,108,1.319,1.0,317,189.8,19.0,0.585
46,4,14,R2-38,24.45,138,1.022,1.0,409,110.2,19.0,0.478
46,4,14,R1-1,23.73,107,0.9,1.0,321,92.4,19.0,0.475
46,4,14,R1-5,29.91,134,0.93,1.0,314,109.9,19.0,0.5
46,4,14,R4-60,35.56,200,0.948,1.0,541,150.1,19.0,0.522
46,4,14,RS2,51.33,108,0.978,1.0,329,152.6,19.0,0.585
46,4,15,R2-38,24.45,138,0.933,1.0,235,99.1,19.0,0.478
46,4,15,R1-1,23.73,107,0.951,1.0,151,85.7,19.0,0.475
46,4,15,R1-5,29.91,134,0.966,1.0,196,104.3,19.0,0.5
46,4,15,R4-60,35.56,200,1.006,1.0,364,150.3,19.0,0.522
46,4,15,RS2,51.33,108,0.966,1.0,227,145.3,19.0,0.585
46,4,16,R2-38,24.45,138,1.88,1.0,593,162.0,19.0,0.478
46,4,16,R1-1,23.73,107,1.917,1.0,357,142.7,19.0,0.475
46,4,16,R1-5,29.91,134,1.906,1.0,482,180.5,19.0,0.5
46,4,16,R4-60,35.56,200,1.902,1.0,694,230.3,19.0,0.522
46,4,16,RS2,51.33,108,1.917,1.0,412,256.6,19.0,0.585
46,4,17,R2-38,24.45,138,1.967,1.0,598,170.4,19.0,0.478
46,4,17,R1-1,23.73,107,1.88,1.0,555,149.3,19.0,0.475
46,4,17,R1-5,29.91,134,1.918,1.0,634,183.1,19.0,0.5
46,4,17,R4-60,35.56,200,1.927,1.0,965,243.8,19.0,0.522
46,4,17,RS2,51.33,108,1.92,1.0,513,258.4,19.0,0.585
46,4,18,R2-38,24.45,138,2.022,1.0,657,170.5,19.0,0.478
46,4,18,R1-1,23.73,107,1.968,1.0,497,149.0,19.0,0.475
46,4,18,R1-5,29.91,134,1.877,1.0,661,188.9,19.0,0.5
46,4,18,R4-60,35.56,200,2.01,1.0,921,250.6,19.0,0.522
46,4,18,RS2,51.33,108,2.03,1.0,541,271.6,19.0,0.585
46,4,19,R2-38,24.45,138,1.949,1.0,544,168.3,19.0,0.478
46,4,19,R1-1,23.73,107,2.066,1.0,473,153.3,19.0,0.475
46,4,19,R1-5,29.91,134,1.947,1.0,523,187.6,19.0,0.5
46,4,19,R4-60,35.56,200,2.04,1.0,795,246.8,19.0,0.522
46,4,19,RS2,51.33,108,2.005,1.0,485,269.5,19.0,0.585
46,4,20,R2-38,24.45,138,0.928,1.0,260,99.4,19.0,0.478
46,4,20,R1-1,23.73,107,0.981,1.0,185,87.5,19.0,0.475
46,4,20,R1-5,29.91,134,0.93,1.0,256,109.7,19.0,0.5
46,4,20,R4-60,35.56,200,0.872,1.0,377,137.9,19.0,0.522
46,4,20,RS2,51.33,108,0.967,1.0,205,145.3,19.0,0.585
46,4,21,R2-38,24.45,138,0.97,1.0,166,95.6,19.0,0.478
46,4,21,R1-1,23.73,107,0.962,1.0,128,84.1,19.0,0.475
46,4,21,R1-5,29.91,134,0.967,1.0,123,102.9,19.0,0.5
46,4,21,R4-60,35.56,200,0.91,1.0,313,140.7,19.0,0.522
46,4,21,RS2,51.33,108,0.97,1.0,122,142.1,19.0,0.585
46,4,22,R2-38,24.45,138,0.997,1.0,176,97.7,19.0,0.478
46,4,22,R1-1,23.73,107,0.896,1.0,79,77.5,19.0,0.475
46,4,22,R1-5,29.91,134,0.942,1.0,175,106.6,19.0,0.5
46,4,22,R4-60,35.56,200,0.953,1.0,228,140.8,19.0,0.522
46,4,22,RS2,51.33,108,0.89,1.0,132,134.0,19.0,0.585
47,5,5,R2-38,24.45,138,0.829,1.0,142,90.6,19.0,0.478
47,5,5,R1-1,23.73,107,0.83,1.0,157,78.7,19.0,0.475
47,5,5,R1-5,29.91,134,0.824,1.0,150,96.6,19.0,0.5
47,5,5,R4-60,35.56,200,0.83,1.0,225,129.4,19.0,0.522
47,5,5,RS2,51.33,108,0.833,1.0,150,132.4,19.0,0.585
47,5,6,R2-38,24.45,138,0.832,1.0,165,91.9,19.0,0.478
47,5,6,R1-1,23.73,107,0.801,1.0,120,76.4,19.0,0.475
47,5,6,R1-5,29.91,134,0.82,1.0,116,97.6,19.0,0.5
47,5,6,R4-60,35.56,200,0.848,1.0,163,125.3,19.0,0.522
47,5,6,RS2,51.33,108,0.859,1.0,128,132.6,19.0,0.585
47,5,7,R2-38,24.45,138,0.796,1.0,171,86.3,19.0,0.478
47,5,7,R1-1,23.73,107,0.8,1.0,106,72.0,19.0,0.475
47,5,7,R1-5,29.91,134,0.852,1.0,107,97.1,19.0,0.5
47,5,7,R4-60,35.56,200,0.906,1.0,232,133.0,19.0,0.522
47,5,7,RS2,51.33,108,0.839,1.0,118,124.4,19.0,0.585
47,5,8,R2-38,24.45,138,0.91,1.0,178,97.3,19.0,0.478
47,5,8,R1-1,23.73,107,0.798,1.0,108,78.5,19.0,0.475
47,5,8,R1-5,29.91,134,0.764,1.0,96,92.7,19.0,0.5
47,5,8,R4-60,35.56,200,0.868,1.0,224,131.2,19.0,0.522
47,5,8,RS2,51.33,108,0.846,1.0,147,126.9,19.0,0.585
47,5,9,R2-38,24.45,138,0.848,1.0,166,92.0,19.0,0.478
47,5,9,R1-1,23.73,107,0.822,1.0,116,76.9,19.0,0.475
47,5,9,R1-5,29.91,134,0.894,1.0,147,101.7,19.0,0.5
47,5,9,R4-60,35.56,200,0.87,1.0,249,129.7,19.0,0.522
47,5,9,RS2,51.33,108,0.73,1.0,144,115.7,19.0,0.585
47,5,10,R2-38,24.45,138,1.37,1.0,386,129.0,19.0,0.478
47,5,10,R1-1,23.73,107,1.307,1.0,194,105.4,19.0,0.475
47,5,10,R1-5,29.91,134,1.386,1.0,341,140.3,19.0,0.5
47,5,10,R4-60,35.56,200,1.319,1.0,405,171.7,19.0,0.522
47,5,10,RS2,51.33,108,1.412,1.0,208,188.4,19.0,0.585
47,5,11,R2-38,24.45,138,1.354,1.0,300,120.4,19.0,0.478
47,5,11,R1-1,23.73,107,1.342,1.0,223,111.2,19.0,0.475
47,5,11,R1-5,29.91,134,1.349,1.0,304,135.0,19.0,0.5
47,5,11,R4-60,35.56,200,1.341,1.0,538,182.3,19.0,0.522
47,5,11,RS2,51.33,108,1.309,1.0,170,184.1,19.0,0.585
47,5,12,R2-38,24.45,138,1.366,1.0,346,120.3,19.0,0.478
47,5,12,R1-1,23.73,107,1.298,1.0,248,106.2,19.0,0.475
47,5,12,R1-5,29.91,134,1.321,1.0,314,135.9,19.0,0.5
47,5,12,R4-60,35.56,200,1.35,1.0,408,175.2,19.0,0.522
47,5,12,RS2,51.33,108,1.417,1.0,277,194.5,19.0,0.585
47,5,13,R2-38,24.45,138,1.284,1.0,352,121.4,19.0,0.478
47,5,13,R1-1,23.73,107,1.327,1.0,213,108.5,19.0,0.475
47,5,13,R1-5,29.91,134,1.315,1.0,292,132.6,19.0,0.5
47,5,13,R4-60,35.56,200,1.413,1.0,429,181.9,19.0,0.522
47,5,13,RS2,51.33,108,1.327,1.0,276,188.4,19.0,0.585
47,5,14,R2-38,24.45,138,1.349,1.0,292,120.8,19.0,0.478
47,5,14,R1-1,23.73,107,1.401,1.0,258,110.0,19.0,0.475
47,5,14,R1-5,29.91,134,1.404,1.0,298,142.8,19.0,0.5
47,5,14,R4-60,35.56,200,1.322,1.0,424,172.1,19.0,0.522
47,5,14,RS2,51.33,108,1.355,1.0,215,185.0,19.0,0.585
47,5,15,R2-38,24.45,138,1.319,1.0,285,119.4,19.0,0.478
47,5,15,R1-1,23.73,107,1.344,1.0,287,111.6,19.0,0.475
47,5,15,R1-5,29.91,134,1.371,1.0,299,137.7,19.0,0.5
47,5,15,R4-60,35.56,200,1.35,1.0,408,176.2,19.0,0.522
47,5,15,RS2,51.33,108,1.263,1.0,302,181.0,19.0,0.585
47,5,16,R2-38,24.45,138,1.369,1.0,314,125.5,19.0,0.478
47,5,16,R1-1,23.73,107,1.325,1.0,285,111.2,19.0,0.475
47,5,16,R1-5,29.91,134,1.335,1.0,348,140.1,19.0,0.5
47,5,16,R4-60,35.56,200,1.367,1.0,464,178.7,19.0,0.522
47,5,16,RS2,51.33,108,1.239,1.0,256,178.2,19.0,0.585
47,5,17,R2-38,24.45,138,1.356,1.0,353,119.9,19.0,0.478
47,5,17,R1-1,23.73,107,1.367,1.0,242,110.6,19.0,0.475
